NO,Position,All teachers were observed more frequently,I was successful at implementing Measures of Student Learning,"Teachers received written feedback and/or verbal feedback after every observation, formal and informal",Teachers experienced more tailored development due to an increased knowledge of their performance,I had successful conversations with teachers that linked student data to feedback I had about their teaching practice,I effectively facilitated difficult conversations with teachers whose performance was not meeting expectations,Assigning observation ratings to teachers based on evidence from classroom observations,Conducting effective observation conferences,Delivering written feedback that improves instructional practice,Delivering verbal feedback that improves instructional practice,Identifying meaningful professional development opportunities for teachers based on their strengths and weaknesses,Discussing student data with teachers and helping them plan accordingly,Understanding and being able to explain to teachers the different assessments and scoring methods for the measures of student learning,Delivering feedback to teachers about their effectiveness based on student outcomes,Communicating the pilot process and purpose to my teachers,Fostering buy-in of my leadership team and teachers,Consistently implementing the Danielson Framework for Teaching during observations,Finding the time to conduct regular observations so I could complete six observations per teacher by the end of the year,Using ARIS to keep track of pilot related data,Providing timely feedback to teachers following all observations,Communicating ratings to teachers during end of year conversations,Communicating to teachers their measure of student learning,Implementing measures of student learning,Knowing what developmental interventions I could suggest to improve teacher practice,Implementing the pilot model at my school increased student achievement outcomes for all of my teachers,"The pilot evaluation and development system produced results that are aligned with student outcomes (ie, teachers who are rated highly are the most effective at accelerating student growth)",The pilot evaluation and development system is more effective at differentiating teacher performance than the existing teacher evaluation system,The components of the pilot were implemented effectively in my school for all of my teachers,The pilot evaluation and development system allows me to recognize exemplary performance,The pilot evaluation and development system helps teachers improve their instructional performance by providing specific and useful feedback,"Overall, I am satisfied with the pilot implementation at my school","If given the option, I would choose to participate in the pilot project again next year",Short observations (15 minutes or less): - Number of Observations (on average per teacher),Short observations (15 minutes or less): - How do you feel about how frequently this activity occurred?,"Long observations (longer than 15 minutes, but not for a full period): - Number of Observations (on average per teacher)","Long observations (longer than 15 minutes, but not for a full period): - How do you feel about how frequently this activity occurred?",Verbal feedback - Frequency of feedback after observations  (on average),Verbal feedback - How do you feel about how frequently this activity occurred?,Written feedback - Frequency of feedback after observations  (on average),Written feedback - How do you feel about how frequently this activity occurred?,All teachers should be observed regularly throughout the year,All teachers should receive feedback on their teaching practice throughout the year,All teachers should receive annual formative evaluations that identify clear areas for development,All teachers should receive annual summative evaluation ratings that are clear measures of their performance as teachers,All teachers should have their own individualized learning/development plans with clearly outlined development goals,Multiple measures of student learning should be included as a significant part of a teacher evaluation and development system,"Measures of student learning for teacher evaluation should be comparable across teachers citywide (eg, the same standards of effectiveness should be used for teachers of the same subject/ grade across schools)","Measures of teacher competencies should be comparable across teachers citywide (eg, the same rubric)","For measures of student learning that will contribute to a teachersÍ evaluation, I prefer to have NYCDOE provide assessments that are common across all schools","For measures of student learning that will contribute to a teachersÍ evaluation, I prefer to have NYCDOE calculate teachersÍ ratings across all schools (vs have school leaders determine teachersÍ ratings)",Finding time to conduct teacher observations regularly,Finding time to write and deliver feedback to teachers,"Finding time to discuss the various measures of student learning with teachers (eg, goal setting, discussing group measures, administering performance tasks or computer adaptive assessments, etc)",Finding time to input data into ARIS,My coach provides me with materials and other resources to help me communicate with my teachers about the pilot,"My coach provides me with resources (eg, - tools, materials, feedback, etc) to do this work well",My coach helps me generate solutions to problems I face during implementation,"With the help of my talent coach, my time management techniques have improved","With the help of my talent coach, I have ñfoundî more time to spend on evaluation and development in my schedule",My talent coach has a thorough understanding of the rubric,My talent coach is able to provide strong evidence for the ratings s/he assigns during an observation,My talent coach is able to answer effectively the questions I have about assigning evidence-based ratings using the rubric,"My talent coach has a thorough understanding of the various measures of student learning in the pilot (eg, the common assessments, group measures, computer-adaptive assessments, state assessments, etc)",My talent coach is able to answer effectively the questions I have about the measures of student learning,My coach supports our school with an ongoing focus on student outcomes,Coaching visits with co-observations,"Coaching visits focused on implementation strategies (communication with teachers, strategies for time management, etc)","Coaching visits focused on measures of student learning (reviewing student data, etc)",Coaching visits are a good use of my time,I am able to get in touch with my coach when I have a time-sensitive question or need
EmailX28,Principal/School Leader,Agree,Agree,Strongly agree,Agree,Agree,Agree,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,,,,Second most difficult,,,Third most difficult,Most difficult,,,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,2,Just right,2,Just right,Following all classroom observations,Just right,Following most classroom observations (75%),Just right,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Disagree,Fourth biggest challenge,Third biggest challenge,,Second biggest challenge,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Just right,Just right,Just right,Strongly agree,Strongly agree
EmailX29,Assistant principal,Somewhat agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Confident,Confident,Confident,Confident,Confident,,Confident,Confident,,,,Most difficult,,,,,,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,0,,2,Just right,Following all classroom observations,Just right,Following all classroom observations,Too frequently,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,,,,,,,,,,,,,,,,,,,
EmailX30,Assistant principal,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Confident,Confident,Confident,Confident,Somewhat confident,Confident,Confident,Confident,Third most difficult,,,Most difficult,Second most difficult,,,,,,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,4,Too frequently,2,Just right,Following most classroom observations (75%),Too frequently,Following most classroom observations (75%),Just right,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Biggest challenge,Second biggest challenge,Third biggest challenge,Fourth biggest challenge,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Too frequently,Too frequently,Just right,Agree,Agree
EmailX31,Principal/School Leader,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very confident,Very confident,Very confident,Very confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,,,,,Most difficult,,,Second most difficult,,,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,5,Just right,0,Just right,Following all classroom observations,Just right,Following all classroom observations,Just right,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Fourth biggest challenge,Second biggest challenge,Third biggest challenge,Biggest challenge,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Too frequently,Just right,Not frequently enough,Somewhat agree,Agree
EmailX32,Principal/School Leader,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Confident,Confident,Confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,Confident,,,,,Most difficult,Third most difficult,,Second most difficult,,,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,4,Just right,0,Not frequently enough,Following all classroom observations,Just right,Following all classroom observations,Just right,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fourth biggest challenge,Second biggest challenge,Third biggest challenge,Biggest challenge,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Just right,Just right,Just right,Somewhat agree,Agree
EmailX33,Assistant principal,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Somewhat confident,Confident,Confident,Confident,Somewhat confident,Somewhat confident,Not so confident,Confident,,,,Most difficult,,,,,Third most difficult,,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,0,,4,Just right,Following all classroom observations,Just right,Following most classroom observations (75%),Too frequently,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Second biggest challenge,Biggest challenge,Third biggest challenge,Fourth biggest challenge,Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Just right,Just right,Not frequently enough,Strongly agree,Strongly agree
EmailX34,Assistant principal,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Confident,Confident,Confident,Confident,Confident,Confident,Confident,Confident,,,,Most difficult,,Third most difficult,,,,,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,0,,3,Too frequently,Following all classroom observations,Too frequently,Following half of classroom observations,Too frequently,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Third biggest challenge,Biggest challenge,Fourth biggest challenge,Second biggest challenge,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Just right,Just right,Just right,Agree,Agree
EmailX35,Principal/School Leader,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Confident,Confident,Confident,Confident,Somewhat confident,Confident,Confident,Confident,,,,,Second most difficult,Third most difficult,,,,,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,5,Not frequently enough,3,Just right,Following most classroom observations (75%),Just right,Following all classroom observations,Just right,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Fourth biggest challenge,Third biggest challenge,Second biggest challenge,Biggest challenge,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Just right,Just right,Just right,Strongly agree,Strongly agree
EmailX36,Assistant principal,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Confident,Confident,Confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,Confident,,,Second most difficult,Most difficult,,Third most difficult,,,,,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,4,Too frequently,0,Just right,Following most classroom observations (75%),Just right,Following most classroom observations (75%),Too frequently,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Fourth biggest challenge,Biggest challenge,Third biggest challenge,Second biggest challenge,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Just right,Just right,Just right,Agree,Agree
EmailX37,Assistant principal,Agree,Agree,Agree,Agree,Agree,Strongly agree,Confident,Confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Third most difficult,,,,Most difficult,,Second most difficult,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,8,Just right,4,Just right,Following all classroom observations,Just right,Following most classroom observations (75%),Just right,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Fourth biggest challenge,Biggest challenge,Third biggest challenge,Second biggest challenge,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Just right,Just right,Just right,Strongly agree,Strongly agree
EmailX38,Assistant principal,Strongly agree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree,Confident,Confident,Very confident,Confident,Confident,Somewhat confident,Confident,Somewhat confident,Third most difficult,Second most difficult,,,,,,,,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,5,Not frequently enough,4,Just right,Following all classroom observations,Just right,Following all classroom observations,Too frequently,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EmailX39,Assistant principal,Agree,Agree,Agree,Agree,Agree,Agree,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,,,Second most difficult,Most difficult,,,,,Third most difficult,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1,Just right,2,Just right,Following all classroom observations,Just right,Following all classroom observations,Just right,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Biggest challenge,Second biggest challenge,Third biggest challenge,Fourth biggest challenge,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Just right,Just right,Just right,Agree,Strongly agree
EmailX40,Assistant principal,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Confident,Confident,Confident,Confident,Confident,Confident,Somewhat confident,Confident,,,,,,Most difficult,,,Third most difficult,Second most difficult,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,4,Just right,4,Just right,Following all classroom observations,Just right,Following half of classroom observations,Just right,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Fourth biggest challenge,Biggest challenge,Second biggest challenge,Third biggest challenge,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Just right,Just right,Just right,Agree,Agree
EmailX41,Assistant principal,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Confident,Confident,Confident,Confident,Somewhat confident,Confident,Confident,Somewhat confident,,,,Most difficult,,,,Third most difficult,Second most difficult,,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,4,,,,Following all classroom observations,,,,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Second biggest challenge,Biggest challenge,Third biggest challenge,Fourth biggest challenge,Agree,Agree,Agree,Somewhat agree,Somewhat agree,,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Just right,Just right,Just right,Agree,Agree
EmailX42,Assistant principal,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Agree,Agree,Very confident,Very confident,Confident,Confident,Not so confident,Somewhat confident,Somewhat confident,Somewhat confident,,Most difficult,,Second most difficult,,,,,,Third most difficult,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,3,Too frequently,1,Just right,Following most classroom observations (75%),Just right,Following all classroom observations,Too frequently,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Second biggest challenge,Biggest challenge,Third biggest challenge,Fourth biggest challenge,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Just right,Not frequently enough,Not frequently enough,Agree,Agree
EmailX43,Assistant principal,Agree,Agree,Strongly agree,Agree,Agree,Agree,Confident,Confident,Confident,Confident,Confident,Confident,Somewhat confident,Somewhat confident,,,,,,,,Second most difficult,Most difficult,Third most difficult,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,0,Just right,4,Just right,Following all classroom observations,Just right,Following all classroom observations,Just right,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Second biggest challenge,Biggest challenge,Third biggest challenge,Fourth biggest challenge,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Just right,Just right,Just right,Agree,Agree
EmailX44,Assistant principal,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Confident,Confident,Confident,Confident,Somewhat confident,Confident,Confident,Confident,,Most difficult,,,Second most difficult,Third most difficult,,,,,Somewhat agree,Agree,Agree,Agree,,Agree,Agree,Agree,,,4,Just right,Following all classroom observations,Just right,Following most classroom observations (75%),Just right,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Fourth biggest challenge,Biggest challenge,Second biggest challenge,Third biggest challenge,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Just right,Just right,Just right,Strongly agree,Strongly agree
EmailX45,Principal/School Leader,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Confident,Confident,Confident,Confident,Confident,,Somewhat confident,Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EmailX46,Assistant principal,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Confident,Confident,Confident,Confident,Confident,Confident,Confident,Confident,,,,Third most difficult,,Most difficult,,,Second most difficult,,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,More than 10.,Just right,More than 10.,Just right,Following half of classroom observations,Just right,Following half of classroom observations,Too frequently,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,
EmailX47,Principal/School Leader,Strongly agree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree,Confident,Very confident,Very confident,Very confident,Confident,Confident,Confident,Confident,,,,Most difficult,,Second most difficult,Third most difficult,,,,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,2,Not frequently enough,1,Just right,Following all classroom observations,Just right,Following all classroom observations,Too frequently,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,,Biggest challenge,Second biggest challenge,Third biggest challenge,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Just right,Just right,Not frequently enough,Strongly agree,Strongly agree
EmailX48,Assistant principal,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Very confident,Confident,Very confident,Very confident,Somewhat confident,Confident,Somewhat confident,Confident,,,,,Second most difficult,,Third most difficult,Most difficult,,,Somewhat agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,1,Too frequently,3,Too frequently,Following all classroom observations,Just right,Following all classroom observations,Too frequently,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Third biggest challenge,Fourth biggest challenge,Second biggest challenge,Biggest challenge,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Not frequently enough,Not frequently enough,Not frequently enough,Somewhat disagree,Agree
EmailX49,Assistant principal,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Confident,Somewhat confident,Confident,Confident,Very confident,Very confident,Confident,Confident,,,,Most difficult,Second most difficult,Third most difficult,,,,,Agree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,3,Just right,More than 10.,Just right,Following all classroom observations,Just right,Following all classroom observations,Too frequently,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Biggest challenge,Second biggest challenge,Fourth biggest challenge,Third biggest challenge,,,,,,,,,,,,,,,,
EmailX50,Assistant principal,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Somewhat confident,,,,Second most difficult,,,Third most difficult,,,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,,,2,Just right,Following all classroom observations,Just right,Following all classroom observations,Just right,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Disagree,Biggest challenge,Second biggest challenge,Third biggest challenge,Fourth biggest challenge,Agree,Agree,Agree,Somewhat disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Too frequently,Just right,Just right,Somewhat disagree,Agree
EmailX51,Assistant principal,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,,,,Most difficult,Second most difficult,,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Disagree,3,Just right,2,Just right,Following all classroom observations,Just right,Following most classroom observations (75%),Just right,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Second biggest challenge,Biggest challenge,Fourth biggest challenge,Third biggest challenge,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Just right,Just right,Just right,Somewhat agree,Strongly agree
EmailX52,Assistant principal,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,,,,,,Most difficult,,,,,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,6,Not frequently enough,0,Just right,Following all classroom observations,Just right,Following most classroom observations (75%),Just right,Strongly agree,Strongly agree,,Agree,Agree,Agree,Agree,Agree,,Disagree,,Second biggest challenge,,Biggest challenge,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Just right,Just right,Just right,Strongly agree,Strongly agree
EmailX53,Principal/School Leader,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Somewhat confident,Very confident,,,,Most difficult,Third most difficult,,,,Second most difficult,,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4,Just right,0,Just right,Following all classroom observations,Just right,Following all classroom observations,Just right,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Second biggest challenge,Biggest challenge,Third biggest challenge,Fourth biggest challenge,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Just right,Just right,Just right,Agree,Strongly agree
EmailX54,Principal/School Leader,Agree,Somewhat agree,Disagree,Somewhat disagree,Agree,Agree,Very confident,Confident,Confident,Confident,Somewhat confident,Very confident,Somewhat confident,Very confident,,,,Second most difficult,Most difficult,Third most difficult,,,,,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,4,Not frequently enough,2,Not frequently enough,Following half of classroom observations,,Following half of classroom observations,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Third biggest challenge,Second biggest challenge,Fourth biggest challenge,Biggest challenge,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Just right,Just right,Just right,Agree,Agree
EmailX55,Principal/School Leader,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Very confident,Very confident,Confident,Confident,Confident,Confident,Very confident,Confident,,,,Most difficult,,Second most difficult,,,,Third most difficult,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,3,Just right,2,Just right,Following all classroom observations,Just right,Following most classroom observations (75%),Just right,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Third biggest challenge,Biggest challenge,Second biggest challenge,Fourth biggest challenge,Agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Just right,Just right,Just right,Agree,Strongly agree
EmailX56,Principal/School Leader,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Confident,Confident,Confident,Confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,,,,,Third most difficult,Most difficult,Second most difficult,,,,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,3,Just right,3,Just right,Following most classroom observations (75%),Just right,Following most classroom observations (75%),Just right,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Second biggest challenge,Biggest challenge,Third biggest challenge,Fourth biggest challenge,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Just right,Just right,Just right,Strongly agree,Strongly agree
EmailX57,Assistant principal,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Confident,Confident,Confident,Confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EmailX58,Assistant principal,Strongly agree,Strongly agree,Strongly agree,Agree,,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EmailX59,Principal/School Leader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EmailX60,Assistant principal,Somewhat agree,Strongly disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat confident,Very confident,Somewhat confident,Confident,Somewhat confident,Not confident,Not at all confident,Not confident,,,,,,Most difficult,Second most difficult,,,Third most difficult,Somewhat disagree,Disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,3,Not frequently enough,5,Not frequently enough,Following most classroom observations (75%),Not frequently enough,Following half of classroom observations,Not frequently enough,Strongly agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Third biggest challenge,,Second biggest challenge,Biggest challenge,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Somewhat disagree,,Not frequently enough,Not frequently enough,Somewhat agree,Strongly agree
EmailX61,Principal/School Leader,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat confident,Confident,Confident,Confident,Confident,Confident,Somewhat confident,Confident,,,,,Most difficult,,Third most difficult,,,,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,3,Not frequently enough,3,Not frequently enough,Following most classroom observations (75%),Not frequently enough,Following half of classroom observations,Not frequently enough,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Biggest challenge,Second biggest challenge,Third biggest challenge,Fourth biggest challenge,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Just right,Just right,Just right,Agree,Agree
